TRANSACTION_ID,ACCOUNT_ID,MEMBER_ID,TRANSACTION_DATE,TRANSACTION_TYPE,AMOUNT,RUNNING_BALANCE,DESCRIPTION,CHANNEL,BRANCH_ID
326,126,38,2024-10-21,Deposit,3991.8,54344.03,Cash Deposit,Mobile,3
327,15,98,2024-06-29,Interest,2277.79,3551.45,Monthly Interest Credit,Online,1
328,56,59,2025-07-21,Interest,848.09,61667.1,Savings Interest,Mobile,2
329,50,16,2025-07-27,Interest,5592.03,48495.35,Monthly Interest Credit,Mobile,1
330,148,20,2025-07-14,Transfer,3378.97,59746.53,External Transfer,Branch,2
331,47,71,2026-04-13,Interest,3428.2,28754.84,Monthly Interest Credit,Mobile,3
332,81,97,2024-12-29,Interest,8427.65,27663.13,CD Interest Payment,Mobile,4
333,83,59,2025-08-11,Interest,2065.12,46423.67,CD Interest Payment,Online,3
334,116,24,2025-11-28,Fee,33.79,116.61,Monthly Service Fee,Online,5
335,5,90,2025-03-30,Interest,1169.85,75688.55,Monthly Interest Credit,Online,2
336,55,58,2024-10-18,Transfer,128.07,69882.7,Zelle Transfer,Online,5
337,131,89,2025-06-13,Interest,4861.41,48629.84,Monthly Interest Credit,Branch,4
338,92,8,2025-02-03,Withdrawal,709.27,31265.34,Bill Payment,ATM,3
339,77,5,2024-09-17,Deposit,4859.88,48413.61,Mobile Check Deposit,Branch,3
340,124,86,2025-07-07,Withdrawal,2451.62,76427.15,ATM Withdrawal,Online,1
341,148,20,2025-02-06,Fee,7.35,4847.84,Wire Fee,Online,4
342,107,56,2025-11-20,Deposit,7396.44,19348.33,Payroll Direct Deposit,Mobile,1
343,79,68,2024-12-06,Interest,374.02,45940.03,Monthly Interest Credit,Online,5
344,57,50,2024-11-01,Withdrawal,271.59,62211.02,Cash Withdrawal,Mobile,5
345,148,20,2024-06-27,Interest,788.45,36771.34,CD Interest Payment,ATM,2
346,87,39,2024-11-16,Deposit,4057.87,63377.25,ACH Transfer In,Online,1
347,103,55,2025-02-06,Interest,3707.31,59349.21,Monthly Interest Credit,Mobile,5
348,51,54,2025-11-29,Fee,16.86,48605.97,Overdraft Fee,ATM,1
349,69,82,2024-08-25,Fee,14.7,78559.32,Monthly Service Fee,Branch,4
350,109,20,2025-02-13,Transfer,1754.57,27330.69,Zelle Transfer,Branch,3
351,44,41,2025-01-23,Transfer,3088.78,84164.51,External Transfer,ATM,4
352,12,4,2024-07-10,Withdrawal,1014.43,31837.39,ATM Withdrawal,Branch,1
353,63,5,2026-03-25,Interest,7879.03,73857.07,CD Interest Payment,Branch,3
354,29,40,2025-03-26,Transfer,2261.31,2031.31,Internal Transfer,ATM,2
355,140,8,2025-11-12,Interest,6384.26,46693.12,Savings Interest,ATM,1
356,97,17,2024-07-18,Interest,7703.69,44825.24,CD Interest Payment,ATM,1
357,73,38,2024-07-07,Withdrawal,3950.16,52565.21,ATM Withdrawal,Mobile,1
358,18,43,2025-03-16,Fee,24.81,56387.14,Wire Fee,Branch,1
359,75,78,2025-06-16,Fee,11.94,32421.53,Monthly Service Fee,Online,4
360,137,88,2025-05-14,Deposit,1604.89,42605.25,ACH Transfer In,Branch,1
361,64,96,2024-07-19,Interest,2609.26,41695.3,Savings Interest,ATM,1
362,89,76,2024-07-09,Transfer,1789.78,25767.5,Zelle Transfer,Online,1
363,66,46,2025-06-14,Fee,31.71,69281.5,Monthly Service Fee,Online,2
364,39,3,2025-07-15,Transfer,4487.93,55873.51,Internal Transfer,Mobile,5
365,59,5,2025-11-29,Fee,12.21,13068.4,Wire Fee,Online,4
366,139,8,2026-01-26,Withdrawal,1049.65,11865.15,Bill Payment,ATM,3
367,135,14,2024-05-14,Withdrawal,2161.72,77274.28,Bill Payment,ATM,3
368,18,43,2025-03-03,Interest,4541.85,61180.5,Monthly Interest Credit,Online,2
369,8,56,2025-11-25,Transfer,4403.06,35252.01,External Transfer,Online,4
370,71,82,2025-10-16,Withdrawal,3899.96,9164.89,Bill Payment,Branch,5
371,69,82,2025-06-18,Interest,4830.69,19704.37,Monthly Interest Credit,ATM,1
372,92,8,2026-04-30,Deposit,5857.0,40563.53,ACH Transfer In,Online,2
373,100,96,2024-10-29,Fee,19.22,14005.46,Overdraft Fee,Branch,4
374,4,92,2025-05-20,Transfer,4751.99,18994.85,Zelle Transfer,ATM,2
375,17,85,2025-09-17,Withdrawal,4636.97,83779.79,Cash Withdrawal,Online,4
376,64,96,2024-09-05,Fee,17.15,3651.05,ATM Fee,Online,4
377,147,43,2024-11-17,Interest,4568.95,54554.34,Savings Interest,Branch,5
378,28,29,2024-11-17,Fee,18.71,74622.42,Overdraft Fee,Mobile,1
379,143,58,2024-08-19,Fee,20.48,53642.06,Monthly Service Fee,ATM,3
380,113,85,2024-09-04,Fee,31.53,65785.18,Wire Fee,Mobile,2
381,109,20,2024-11-22,Transfer,3073.41,4731.01,Zelle Transfer,ATM,4
382,116,24,2024-12-10,Deposit,6149.43,9708.27,Mobile Check Deposit,Mobile,4
383,83,59,2025-11-28,Fee,5.75,38617.49,Overdraft Fee,Mobile,1
384,65,22,2025-01-23,Transfer,3464.75,77118.09,Internal Transfer,Branch,1
385,30,34,2026-03-26,Fee,24.02,7342.53,ATM Fee,ATM,4
386,141,77,2025-10-13,Fee,6.32,14608.13,Wire Fee,ATM,2
387,38,78,2025-05-02,Withdrawal,3850.4,4456.26,Wire Transfer,Online,4
388,74,2,2025-07-29,Withdrawal,605.42,11270.38,Bill Payment,Branch,5
389,65,22,2025-04-04,Deposit,3912.0,72724.4,Payroll Direct Deposit,Mobile,2
390,56,59,2024-08-12,Interest,5614.01,38622.4,CD Interest Payment,Branch,5
391,2,22,2024-05-09,Withdrawal,4413.2,23711.79,Bill Payment,Branch,2
392,38,78,2025-02-18,Deposit,5561.52,3217.62,Payroll Direct Deposit,Online,3
393,23,71,2026-01-10,Deposit,947.82,84468.12,Mobile Check Deposit,Online,5
394,147,43,2025-02-06,Interest,1528.63,38758.18,Savings Interest,Online,1
395,24,2,2026-01-25,Transfer,1627.65,76300.28,Internal Transfer,Mobile,5
396,17,85,2025-03-22,Transfer,2364.67,10459.77,External Transfer,Online,5
397,106,65,2025-03-15,Interest,1803.44,17848.43,Monthly Interest Credit,Branch,5
398,136,23,2025-12-28,Deposit,4124.04,58566.75,Cash Deposit,Mobile,5
399,82,47,2025-08-23,Transfer,2636.45,84577.57,External Transfer,ATM,5
400,145,67,2025-07-13,Fee,20.59,53744.71,ATM Fee,ATM,5
401,60,13,2024-12-10,Transfer,4896.7,234.22,Internal Transfer,Mobile,1
402,54,37,2025-07-19,Interest,8491.41,35252.09,CD Interest Payment,Online,5
403,55,58,2025-09-25,Deposit,5454.24,58682.45,Cash Deposit,Branch,3
404,77,5,2025-04-20,Interest,4686.2,65221.07,Monthly Interest Credit,Online,3
405,102,39,2024-09-11,Interest,5245.54,2572.07,Monthly Interest Credit,ATM,3
406,87,39,2025-02-20,Fee,32.48,67786.9,Overdraft Fee,Mobile,2
407,118,19,2024-12-24,Interest,7617.99,39363.71,CD Interest Payment,Branch,5
408,77,5,2025-10-24,Interest,6169.07,26886.19,Savings Interest,Branch,2
409,148,20,2025-08-10,Transfer,4001.69,75493.7,External Transfer,Branch,2
410,72,50,2026-04-12,Deposit,2899.32,31957.94,Mobile Check Deposit,Mobile,2
411,30,34,2025-11-27,Transfer,3532.23,26801.0,Internal Transfer,Online,4
412,23,71,2024-12-29,Fee,31.31,31647.45,Wire Fee,ATM,5
413,78,96,2024-11-25,Withdrawal,578.91,66741.74,Bill Payment,Branch,4
414,130,15,2025-11-30,Deposit,6796.74,76930.75,Mobile Check Deposit,ATM,3
415,124,86,2025-01-26,Interest,2655.29,27890.99,Monthly Interest Credit,ATM,2
416,10,56,2026-03-17,Fee,16.63,73522.39,Monthly Service Fee,Branch,3
417,12,4,2024-09-28,Interest,7414.14,28396.3,Monthly Interest Credit,Branch,5
418,80,96,2026-05-04,Deposit,4919.82,26600.93,Mobile Check Deposit,Online,2
419,50,16,2024-09-13,Transfer,1397.71,27195.82,External Transfer,Branch,3
420,39,3,2025-11-17,Withdrawal,1382.71,1395.3,ATM Withdrawal,ATM,5
421,90,53,2024-05-24,Interest,2724.16,12118.17,Savings Interest,Online,5
422,63,5,2025-10-18,Withdrawal,374.79,52166.02,Wire Transfer,Mobile,1
423,34,55,2026-03-25,Deposit,4014.48,57449.61,Payroll Direct Deposit,Mobile,1
424,23,71,2024-10-05,Fee,16.76,59927.13,ATM Fee,Online,3
425,86,90,2025-12-09,Withdrawal,3570.24,57056.89,ATM Withdrawal,Mobile,5
426,34,55,2026-01-02,Deposit,6913.91,78181.6,ACH Transfer In,Branch,4
427,80,96,2024-06-24,Fee,19.12,80538.36,Overdraft Fee,Online,3
428,101,14,2026-01-14,Withdrawal,3504.08,56573.83,Wire Transfer,Mobile,4
429,8,56,2025-12-07,Deposit,4053.46,29937.33,ACH Transfer In,ATM,3
430,90,53,2025-09-08,Interest,4895.4,43224.93,CD Interest Payment,Branch,3
431,143,58,2024-08-14,Deposit,6740.85,45330.1,ACH Transfer In,Mobile,2
432,63,5,2024-12-12,Interest,1372.7,41053.61,Monthly Interest Credit,Online,2
433,111,72,2024-11-05,Fee,22.02,29152.85,Overdraft Fee,ATM,1
434,147,43,2024-08-25,Fee,8.43,50706.81,Wire Fee,Branch,4
435,46,97,2025-03-10,Transfer,4780.3,6009.69,Internal Transfer,Mobile,3
436,127,17,2025-02-04,Deposit,792.27,69466.15,Payroll Direct Deposit,ATM,2
437,116,24,2025-03-29,Interest,2495.49,52362.08,CD Interest Payment,ATM,2
438,82,47,2025-07-16,Transfer,2859.98,77631.04,External Transfer,Mobile,3
439,23,71,2025-07-04,Interest,93.81,83847.2,CD Interest Payment,ATM,3
440,16,3,2025-05-30,Transfer,4507.36,82274.67,Internal Transfer,Online,1
441,73,38,2026-03-11,Deposit,2018.67,59718.64,ACH Transfer In,Online,4
442,104,42,2026-01-30,Fee,18.06,18032.24,Overdraft Fee,Mobile,2
443,49,53,2025-03-06,Interest,3284.44,78588.53,CD Interest Payment,ATM,3
444,33,88,2024-05-31,Withdrawal,77.78,55148.25,Bill Payment,Mobile,4
445,35,10,2026-04-12,Deposit,1187.94,68524.44,ACH Transfer In,Mobile,5
446,47,71,2025-09-29,Fee,20.28,46969.05,ATM Fee,Mobile,3
447,58,91,2025-12-19,Withdrawal,2135.36,730.81,Cash Withdrawal,ATM,5
448,69,82,2025-07-13,Fee,32.8,49032.31,Monthly Service Fee,Branch,5
449,124,86,2026-03-04,Transfer,583.56,40982.14,Zelle Transfer,Branch,2
450,135,14,2024-07-23,Transfer,2335.38,6742.12,Zelle Transfer,Branch,2
451,121,87,2024-11-02,Deposit,5822.53,45877.84,Cash Deposit,Branch,3
452,137,88,2025-09-02,Deposit,3998.66,43625.1,ACH Transfer In,Online,4
453,91,31,2024-09-03,Transfer,1460.26,3099.2,Zelle Transfer,Online,5
454,67,88,2025-07-26,Deposit,5358.32,49184.18,Payroll Direct Deposit,Online,5
455,7,83,2025-06-20,Transfer,2434.11,10867.13,Internal Transfer,Online,3
456,34,55,2025-08-19,Interest,2406.24,72932.18,Monthly Interest Credit,Branch,5
457,45,1,2025-08-20,Interest,6287.75,56062.31,CD Interest Payment,ATM,3
458,61,61,2026-04-11,Fee,10.42,44875.31,Monthly Service Fee,Online,1
459,38,78,2025-01-02,Interest,7940.16,13187.36,CD Interest Payment,Mobile,4
460,61,61,2025-12-08,Fee,26.78,14302.35,Wire Fee,Branch,3
461,30,34,2024-07-21,Deposit,1445.41,33953.43,Cash Deposit,Mobile,5
462,60,13,2024-07-16,Fee,25.51,33216.98,Wire Fee,ATM,5
463,112,37,2024-10-14,Deposit,2472.51,67791.54,ACH Transfer In,Online,5
464,11,58,2025-11-01,Deposit,7802.61,54217.31,ACH Transfer In,Online,3
465,70,87,2025-06-16,Transfer,4015.54,21778.7,Zelle Transfer,Mobile,4
466,62,87,2025-09-19,Interest,6554.96,44243.95,Savings Interest,ATM,3
467,141,77,2024-10-13,Deposit,5727.0,70710.44,Payroll Direct Deposit,Mobile,1
468,135,14,2025-02-02,Deposit,5834.61,29943.74,Cash Deposit,Online,2
469,9,23,2025-04-08,Deposit,5274.39,4929.27,Mobile Check Deposit,Branch,1
470,23,71,2025-09-13,Interest,1125.96,55827.9,Savings Interest,ATM,1
471,48,4,2025-09-21,Transfer,1486.95,56174.57,Internal Transfer,Mobile,3
472,110,13,2024-08-23,Transfer,1301.54,66384.09,External Transfer,Branch,4
473,100,96,2026-05-04,Transfer,4979.87,22024.46,External Transfer,ATM,4
474,18,43,2025-04-22,Fee,34.38,17136.81,ATM Fee,ATM,4
475,28,29,2024-12-06,Withdrawal,2712.35,36713.43,ATM Withdrawal,Mobile,3
476,27,32,2026-03-08,Deposit,642.99,48607.15,Cash Deposit,Mobile,1
477,128,10,2024-07-06,Withdrawal,3271.27,173.66,ATM Withdrawal,Mobile,3
478,39,3,2026-01-02,Transfer,4525.0,48886.96,Zelle Transfer,Mobile,4
479,112,37,2025-10-20,Fee,30.32,66401.55,Monthly Service Fee,ATM,1
480,99,23,2025-01-14,Fee,8.64,45547.32,Wire Fee,Online,3
481,103,55,2025-01-10,Deposit,5383.51,81504.15,Payroll Direct Deposit,Online,5
482,88,50,2025-11-29,Deposit,7154.01,64662.47,Cash Deposit,ATM,2
483,142,74,2025-05-20,Deposit,8224.67,56196.32,Cash Deposit,Mobile,1
484,92,8,2025-01-14,Fee,7.55,53823.98,Overdraft Fee,ATM,1
485,50,16,2024-07-15,Deposit,6124.79,50441.07,ACH Transfer In,Mobile,1
486,139,8,2025-10-14,Transfer,2508.43,82024.58,External Transfer,Branch,1
487,87,39,2025-03-31,Deposit,2887.17,61313.92,ACH Transfer In,Branch,2
488,134,66,2024-06-23,Fee,33.2,73979.98,Overdraft Fee,ATM,1
489,10,56,2024-06-06,Withdrawal,2454.7,1718.45,ATM Withdrawal,ATM,2
490,4,92,2025-10-06,Withdrawal,3170.65,76905.83,ATM Withdrawal,Mobile,5
491,44,41,2024-05-21,Interest,567.04,69503.24,Monthly Interest Credit,Mobile,5
492,57,50,2025-01-10,Deposit,6842.74,36285.35,ACH Transfer In,Online,1
493,148,20,2024-07-23,Interest,1188.87,71112.66,Monthly Interest Credit,Branch,5
494,45,1,2025-12-10,Transfer,334.85,23353.55,External Transfer,ATM,3
495,142,74,2026-03-15,Withdrawal,2204.53,78689.85,ATM Withdrawal,ATM,1
496,97,17,2025-10-28,Withdrawal,97.84,41443.54,ATM Withdrawal,Branch,2
497,23,71,2025-05-17,Interest,7541.61,35437.27,CD Interest Payment,ATM,2
498,37,65,2025-06-12,Transfer,2624.97,35081.46,Internal Transfer,Branch,5
499,47,71,2025-01-01,Fee,23.36,7573.0,Wire Fee,Online,4
500,2,22,2025-03-12,Interest,2022.04,10076.41,Savings Interest,Branch,5
